ward,address,assault,injury,burglary,dnsty,owner,elder,single,manag,retail,high,nhmem,commt,detach
êÁë„ìc,ã„íiìÏ4,0,0,0,0.008287422,0.243421053,0.096491228,0.39254386,0.071563089,0.021736309,0.449561404,2.269737,0.770244821,0.065789474
êÁë„ìc,ì‡ê_ìc1,4,2,0,0.002548087,0.328767123,0.269406393,0.442922374,0.075757576,0.022956051,0.502283105,1.949772,0.659090909,0.242009132
êÁë„ìc,å‹î‘í¨,2,0,0,0.00425484,0.434408602,0.124731183,0.619354839,0.063535912,0.013917445,0.668817204,1.769892,0.79558011,0.032258065
êÁë„ìc,ê_ìcî¸ëqí¨,0,0,0,0.010772168,0.011904762,0.011904762,0.976190476,0,0,0.416666667,1.02381,0.263157895,0.011904762
êÁë„ìc,íbñËí¨1,0,0,0,0.001281632,0.87755102,0.367346939,0.346938776,0.232142857,0.051631452,0,2.102041,0.446428571,0.510204082
êÁë„ìc,élî‘í¨,0,1,0,0.009281237,0.415682062,0.19763695,0.28141783,0.100409836,0.003220021,0.358754028,2.36305,0.80942623,0.006444683
êÁë„ìc,àÍî‘í¨,2,1,0.754716981,0.006114015,0.534339623,0.208301887,0.369811321,0.124903624,0.014669022,0.236226415,2.199245,0.777178103,0.025660377
êÁë„ìc,òZî‘í¨,0,0,1.692047377,0.005154118,0.614213198,0.214890017,0.324873096,0.154398564,0.002276184,0.121827411,2.292724,0.752244165,0.079526227
êÁë„ìc,ìÒî‘í¨,0,0,0,0.005847827,0.25308642,0.125,0.408950617,0.108308605,0.007941493,0.50154321,2.179012,0.836795252,0.033950617
êÁë„ìc,ççí¨6,3,0,0,0.000672852,0.361702128,0.425531915,0.425531915,0,0.006757152,0,2.191489,0.428571429,0.106382979
êÁë„ìc,ççí¨3,0,0,0,0.003585771,0.382857143,0.2,0.485714286,0.076923077,0.031022041,0.205714286,1.857143,0.597633136,0.182857143
êÁë„ìc,ççí¨2,0,0,0,0.005095399,0.35021097,0.198312236,0.464135021,0.096491228,0.031303379,0.244725738,1.987342,0.675438596,0.054852321
êÁë„ìc,ççí¨1,0,0,0,0.004079052,0.333333333,0.19047619,0.498168498,0.092741935,0.0105637,0.179487179,1.919414,0.681451613,0.043956044
êÁë„ìc,ççí¨5,1,0,0,0.000708872,0.75,0.25,0.34375,0.166666667,0.022816808,0,2.25,0.777777778,0.40625
êÁë„ìc,ççí¨4,0,1,0,0.003732383,0.370558376,0.223350254,0.487309645,0.221698113,0.029290682,0.21319797,1.964467,0.754716981,0.060913706
êÁë„ìc,ãIîˆà‰í¨,0,0,0,0.000845258,0.068669528,0.253218884,0.802575107,0.144654088,0.030770302,0.060085837,1.356223,0.886792453,0.021459227
êÁë„ìc,ïΩâÕí¨1,0,0,0,0.009623284,0.46031746,0.224867725,0.547619048,0.102310231,0.016904393,0.232804233,1.828042,0.782178218,0.079365079
êÁë„ìc,îπí¨,0,0,0,0.002881193,0.066860465,0.031976744,0.808139535,0.010695187,0,0.305232558,1.360465,0.946524064,0.046511628
êÁë„ìc,ïΩâÕí¨2,2,0,0,0.002224476,0.562043796,0.240875912,0.510948905,0.14159292,0.007988628,0.226277372,1.857664,0.690265487,0.094890511
êÁë„ìc,âiìcí¨2,1,0,0,0.000858671,0.189003436,0.085910653,0.731958763,0.113207547,0.007193952,0.41580756,1.477663,0.78490566,0.037800687
êÁë„ìc,óLäyí¨1,5,4,0,0.000154827,0.529411765,0.529411765,0.705882353,0.058823529,0.227850638,0,1.529412,0.235294118,0.588235294
íÜâõ,ì˙ñ{ã¥înãÚí¨2,1,1,0,0.003760321,0.292397661,0.134502924,0.660818713,0.065868263,0.000879607,0.421052632,1.532164,0.640718563,0.274853801
íÜâõ,ìåì˙ñ{ã¥2,0,0,0,0.009803558,0.414772727,0.088068182,0.581439394,0.050326188,0.011223959,0.538825758,1.705492,0.734389562,0.103219697
íÜâõ,ì˙ñ{ã¥înãÚí¨1,2,2,0,0.008474039,0.199600798,0.055888224,0.72255489,0.057971014,0.013531399,0.688622754,1.443114,0.644927536,0.129740519
íÜâõ,ì˙ñ{ã¥â°éRí¨,2,1,0,0.006147756,0.189591078,0.085501859,0.531598513,0.096899225,0.073795931,0.773234201,1.762082,0.647286822,0.152416357
íÜâõ,ìåì˙ñ{ã¥1,1,0,0,0.008385626,0.333938294,0.070780399,0.649727768,0.044444444,0.001963241,0.56261343,1.564428,0.712962963,0.114337568
íÜâõ,ìåì˙ñ{ã¥3,2,0,2.267573696,0.016247579,0.468253968,0.03968254,0.674603175,0.034981906,0.031224089,0.653061224,1.521542,0.71893848,0.070294785
íÜâõ,ì˙ñ{ã¥è¨ì`îní¨,0,1,0,0.005109996,0.462915601,0.127877238,0.598465473,0.069478908,0.027667163,0.488491049,1.703325,0.583126551,0.268542199
íÜâõ,ì˙ñ{ã¥ïlí¨1,2,0,0,0.014772813,0.410691004,0.092568449,0.546284224,0.045811518,0.103737117,0.642764016,1.783572,0.751308901,0.099087353
íÜâõ,ì˙ñ{ã¥ëÂì`îní¨,0,0,0,0.011629243,0.467987805,0.076219512,0.597560976,0.065250379,0.062418542,0.759146341,1.644817,0.766312595,0.045731707
íÜâõ,ì˙ñ{ã¥ñ{í¨4,1,2,0,0.004246384,0.39453125,0.13671875,0.69140625,0.05982906,0.010698897,0.609375,1.480469,0.662393162,0.25390625
íÜâõ,ì˙ñ{ã¥ïlí¨2,0,1,0,0.008721723,0.560843699,0.14818821,0.540832883,0.064464571,0.014617966,0.498107085,1.795024,0.729888119,0.130881558
íÜâõ,ì˙ñ{ã¥ãvèºí¨,0,0,0,0.007107241,0.571929825,0.112280702,0.505263158,0.065830721,0.015461366,0.431578947,1.821053,0.721003135,0.2
íÜâõ,ì˙ñ{ã¥ïxëÚí¨,0,0,0,0.009956782,0.296422487,0.069846678,0.681431005,0.060885609,0.034772408,0.548551959,1.473595,0.706642066,0.112436116
íÜâõ,ì˙ñ{ã¥ñ{í¨3,1,0,0,0.002593275,0.140350877,0.087719298,0.824561404,0.072916667,0.018562389,0.719298246,1.27193,0.635416667,0.166666667
íÜâõ,ì˙ñ{ã¥é∫í¨4,0,0,0,0.001702337,0.6,0.24,0.4,0.058823529,0.023934856,0,2,0.352941176,0.6
íÜâõ,ì˙ñ{ã¥ñxóØí¨2,0,0,0,0.020776346,0.438596491,0.045883941,0.673414305,0.038251366,0.00577588,0.905533063,1.518219,0.797814208,0.025641026
íÜâõ,ì˙ñ{ã¥ñxóØí¨1,1,0,2.06185567,0.008581723,0.282474227,0.136082474,0.653608247,0.063882064,0.026311385,0.513402062,1.515464,0.597051597,0.121649485
íÜâõ,ì˙ñ{ã¥ñ{í¨2,0,0,0,0.000737984,0.925925926,0.111111111,0.555555556,0.107142857,0.010331773,0.888888889,1.62963,0.75,0.111111111
íÜâõ,ì˙ñ{ã¥è¨èMí¨,0,0,0,0.006251248,0.455555556,0.116666667,0.644444444,0.050938338,0.009428966,0.391666667,1.661111,0.699731903,0.158333333
íÜâõ,ì˙ñ{ã¥êlå`í¨3,2,1,0,0.011976257,0.365168539,0.071161049,0.70411985,0.054368932,0.067215063,0.331460674,1.473783,0.726213592,0.149812734
íÜâõ,ì˙ñ{ã¥êlå`í¨2,3,4,0.781860829,0.012544209,0.551993745,0.145426114,0.5089914,0.06185567,0.002049836,0.440969507,1.881157,0.684536082,0.26426896
íÜâõ,ì˙ñ{ã¥é∫í¨2,2,0,0,0.00035664,0.692307692,0.076923077,0.692307692,0,0.019368308,0.615384615,1.461538,0.375,0.076923077
íÜâõ,ì˙ñ{ã¥ïlí¨3,0,0,0,0.014971014,0.370430987,0.12111293,0.528096017,0.059330629,0.001135281,0.566284779,1.799236,0.807809331,0.085651937
íÜâõ,ì˙ñ{ã¥ñ{í¨1,0,0,0,0.002807598,0.363013699,0.143835616,0.705479452,0.035714286,0,0.308219178,1.424658,0.607142857,0.253424658
íÜâõ,ì˙ñ{ã¥é∫í¨1,1,0,0,0.001404922,0.519607843,0.235294118,0.568627451,0.146788991,0.007823486,0.31372549,1.715686,0.385321101,0.490196078
íÜâõ,ì˙ñ{ã¥êlå`í¨1,1,0,0,0.011414731,0.403133903,0.170940171,0.477207977,0.066757493,0.051219945,0.606837607,1.866097,0.715258856,0.165242165
íÜâõ,ì˙ñ{ã¥è¨ñ‘í¨,0,1,0,0.005757452,0.218965517,0.067241379,0.705172414,0.059288538,0.006958576,0.574137931,1.417241,0.675889328,0.031034483
íÜâõ,ì˙ñ{ã¥äaäkí¨2,1,0,0,0.009006255,0.356495468,0.114803625,0.619335347,0.055306428,0,0.459214502,1.672205,0.720478326,0.140483384
íÜâõ,î™èdèF1,2,1,0,0.00045199,0.897435897,0.358974359,0.487179487,0.236842105,0.015182241,0,2,0.447368421,0.794871795
íÜâõ,ì˙ñ{ã¥äaäkí¨1,0,0,0,0.016086201,0.478286734,0.09220702,0.586555622,0.059088351,0,0.615110054,1.700178,0.741136747,0.126710291
íÜâõ,ì˙ñ{ã¥1,6,1,0,0.000519268,0.315789474,0.122807018,0.754385965,0.092592593,0.07441924,0.614035088,1.350877,0.537037037,0.298245614
íÜâõ,ì˙ñ{ã¥2,1,0,0,0.000630297,0.483870968,0.193548387,0.629032258,0.047619048,0.524448012,0.258064516,1.66129,0.285714286,0.596774194
íÜâõ,ì˙ñ{ã¥î†çËí¨,1,0,0.567214974,0.007095681,0.348837209,0.104367555,0.55870675,0.064979873,0.016461336,0.611457742,1.719229,0.73720529,0.056154282
íÜâõ,ì˙ñ{ã¥äùèÍí¨1,9,0,0,0.00069044,0.64,0.14,0.68,0.076923077,0.012842184,0,1.64,0.519230769,0.62
íÜâõ,ì˙ñ{ã¥3,0,1,0,0.001528867,0.661157025,0.099173554,0.652892562,0.131313131,0.056290092,0.603305785,1.628099,0.555555556,0.32231405
íÜâõ,î™èdèF2,6,0,0,0.000654121,0.262295082,0.180327869,0.803278689,0.095238095,0.109538468,0,1.229508,0.547619048,0.147540984
íÜâõ,ì˙ñ{ã¥äùèÍí¨2,0,0,0,0.00446694,0.435797665,0.140077821,0.6692607,0.026086957,0.034171224,0.326848249,1.579767,0.547826087,0.338521401
íÜâõ,êVêÏ1,1,0,0,0.007856741,0.358116481,0.097273854,0.631350682,0.058239576,0.006849092,0.58983891,1.587361,0.760423561,0.052664188
íÜâõ,ãûã¥1,0,1,0,0.000999245,0.320987654,0.135802469,0.901234568,0.055555556,0.032555657,0.543209877,1.234568,0.625,0.24691358
íÜâõ,ì˙ñ{ã¥äùèÍí¨3,1,0,0,0.010726738,0.389048991,0.069164265,0.694524496,0.043604651,0.014096232,0.596541787,1.504323,0.665697674,0.13832853
íÜâõ,î™íöñx1,0,0,0,0.001751242,0.561403509,0.263157895,0.736842105,0.066666667,0.015085259,0,1.45614,0.422222222,0.315789474
íÜâõ,ãûã¥2,0,2,0,0.001473259,0.375,0.265625,0.6875,0.032608696,0.052853161,0.2578125,1.585938,0.358695652,0.3984375
íÜâõ,î™íöñx2,2,4,0,0.005370423,0.449382716,0.150617284,0.622222222,0.039506173,0.073435556,0.187654321,1.62716,0.604938272,0.24691358
íÜâõ,êVêÏ2,1,1,0,0.013936696,0.352892218,0.091968373,0.598002497,0.050314465,0.007847004,0.732417811,1.633791,0.763522013,0.066167291
íÜâõ,ãûã¥3,1,0,0,0.001865332,0.27184466,0.067961165,0.834951456,0.020408163,0.033666521,0.165048544,1.281553,0.765306122,0.213592233
íÜâõ,î™íöñx3,0,2,0,0.009439081,0.427385892,0.113416321,0.634854772,0.055555556,0.015836245,0.604426003,1.586445,0.676900585,0.16735823
íÜâõ,ã‚ç¿1,1,1,0,0.006348499,0.309302326,0.111627907,0.552325581,0.052760736,0.093256492,0.770930233,1.75814,0.699386503,0.088372093
íÜâõ,ã‚ç¿2,0,0,2.331002331,0.004618252,0.407925408,0.123543124,0.717948718,0.076271186,0.200296515,0.596736597,1.456876,0.587570621,0.132867133
íÜâõ,î™íöñx4,1,0,0,0.00829472,0.467611336,0.107287449,0.542510121,0.076208178,0.010225677,0.690283401,1.716599,0.76394052,0.048582996
íÜâõ,ã‚ç¿3,1,0,0,0.002568923,0.536480687,0.158798283,0.656652361,0.052941176,0.627522892,0.412017167,1.575107,0.464705882,0.167381974
íÜâõ,êVïx1,0,0,0,0.008237927,0.4921875,0.1578125,0.61875,0.06539075,0.01505996,0.4765625,1.607813,0.679425837,0.196875
íÜâõ,ì¸ëD1,0,0,0,0.014869306,0.451923077,0.117307692,0.6,0.047801147,0.017214081,0.378846154,1.657692,0.783938815,0.098076923
íÜâõ,ñ©1,0,1,0,0.008754572,0.524416136,0.167728238,0.501061571,0.044776119,0.003977661,0.114649682,1.855626,0.73880597,0.191082803
íÜâõ,ã‚ç¿4,10,2,0,0.00167289,0.64,0.246666667,0.686666667,0.064814815,0.445390135,0.44,1.486667,0.5,0.126666667
íÜâõ,ã‚ç¿5,3,2,0,0.000423215,0.8,0.266666667,0.466666667,0.05,0.322978679,0.111111111,1.777778,0.35,0.2
íÜâõ,ì¸ëD2,1,0,0,0.020938231,0.207939509,0.052930057,0.722117202,0.044660194,0.011003456,0.793950851,1.449905,0.772815534,0.098298677
íÜâõ,êVïx2,0,0,0,0.008799843,0.393285372,0.112709832,0.604316547,0.041131105,0.010994528,0.256594724,1.582734,0.652956298,0.127098321
íÜâõ,ã‚ç¿6,4,2,0,0.000489488,0.470588235,0.235294118,0.62745098,0,0.466540104,0,1.666667,0.117647059,0.137254902
íÜâõ,ñ©2,0,0,0,0.012727501,0.382978723,0.152804642,0.547388781,0.054151625,0.007237689,0.33655706,1.764023,0.698555957,0.191489362
íÜâõ,íœ2,0,0,0,0.024007163,0.474406701,0.141926477,0.353885528,0.075886665,0.01131096,0.764076315,2.128199,0.812958193,0.043741275
íÜâõ,ã‚ç¿7,4,1,0,0.001719023,0.543956044,0.159340659,0.664835165,0.099173554,0.095273537,0.032967033,1.56044,0.504132231,0.076923077
íÜâõ,ì¸ëD3,0,0,0,0.011146793,0.388020833,0.096354167,0.5625,0.069767442,0.008911629,0.598958333,1.669271,0.723514212,0.119791667
íÜâõ,ízín1,0,1,0,0.006687649,0.294003868,0.077369439,0.709864603,0.072289157,0.012198168,0.893617021,1.444874,0.612048193,0.046421663
íÜâõ,ñ©3,1,1,0,0.027987343,0.417204301,0.09390681,0.503942652,0.051939058,0.005156091,0.671684588,1.794982,0.753462604,0.080286738
íÜâõ,íœ1,0,0,0,0.015013182,0.503551697,0.183898974,0.38121547,0.145519713,0.009503214,0.762430939,2.070245,0.813620072,0.142067877
íÜâõ,ízín2,1,0,0,0.007808306,0.557553957,0.145683453,0.661870504,0.086705202,0.02366366,0.568345324,1.55036,0.697495183,0.133093525
íÜâõ,ã‚ç¿8,5,6,0,0.002159473,0.232415902,0.119266055,0.727828746,0.063559322,0.088928043,0.611620795,1.388379,0.618644068,0.06116208
íÜâõ,ñæêŒí¨,0,0,0,0.010183763,0.250573394,0.194380734,0.564793578,0.058305831,0.00927867,0.517775229,1.696101,0.848184818,0.025229358
íÜâõ,ízín3,1,1,0,0.005364495,0.462882096,0.131004367,0.663755459,0.076212471,0.006430367,0.69650655,1.617904,0.752886836,0.069868996
